nu_cm,R_pct
453.1897,70.4228945532949
453.6718,70.34489755161013
454.1539,70.27272980699445
454.636,70.20555909921232
455.1182,70.1431259390754
455.6003,70.08506379159539
456.0824,70.02704659391256
456.5645,69.96446512116486
457.0466,69.89202403817588
457.5287,69.8046969705986
458.0109,69.7029416390472
458.493,69.58853182196532
458.9751,69.4636026017389
459.4572,69.33114098599671
459.9393,69.19035361310306
460.4214,69.03993644875041
460.9036,68.88075668086054
461.3857,68.71340118414214
461.8678,68.54076372353016
462.3499,68.36734808852539
462.832,68.19336570665966
463.3141,68.01942151205697
463.7963,67.8506506614497
464.2784,67.69123620284805
464.7605,67.54854461121093
465.2426,67.42930244894221
465.7247,67.32895562676515
466.2068,67.24040258183383
466.689,67.15576825565799
467.1711,67.06628569253685
467.6532,66.97043396812538
468.1353,66.868139286633
468.6174,66.75877399336628
469.0995,66.64227414363235
469.5817,66.51367732519167
470.0638,66.36750091909607
470.5459,66.20021392764936
471.028,66.00864587666644
471.5101,65.79433340957517
471.9922,65.56146917905353
472.4744,65.31173232415587
472.9565,65.0477198939887
473.4386,64.77556462356615
473.9207,64.50166628523431
474.4028,64.23348480962181
474.8849,63.978282409960215
475.3671,63.738952351841
475.8492,63.51649151697322
476.3313,63.31115142187222
476.8134,63.12260640649012
477.2955,62.94984649657525
477.7776,62.79019607069834
478.2598,62.64422732367274
478.7419,62.511601463122325
479.224,62.38489282936529
479.7061,62.25684434552644
480.1882,62.11734871923194
480.6703,61.956294046700926
481.1525,61.77655288301433
481.6346,61.58446480004316
482.1167,61.384138179149105
482.5988,61.180974436492185
483.0809,60.97604777160626
483.563,60.76838568874044
484.0452,60.56062323249907
484.5273,60.355196127991526
485.0094,60.15143161747494
485.4915,59.94820888787415
485.9736,59.744145129923446
486.4557,59.537231725431795
486.9379,59.327216045339654
487.42,59.114449142682005
487.9021,58.897371007217096
488.3842,58.6746553722894
488.8663,58.44624965973168
489.3484,58.21176269208189
489.8306,57.97266809546308
490.3127,57.730605232205725
490.7948,57.48333834523676
491.2769,57.22844938589427
491.759,56.96369643800747
492.2411,56.68671762740819
492.7233,56.399668946459336
493.2054,56.106407399569356
493.6875,55.80845208005803
494.1696,55.50776358600935
494.6517,55.20733119455175
495.1339,54.909371410208244
495.616,54.61764503326562
496.0981,54.33575770715479
496.5802,54.06244947233269
497.0623,53.794948505341665
497.5444,53.531367692796636
498.0266,53.26933447469099
498.5087,53.00692362427403
498.9908,52.742796431980196
499.4729,52.47513513942446
499.955,52.2018827717408
500.4371,51.92286619437582
500.9193,51.63903115007662
501.4014,51.34859572748462
501.8835,51.05036477615605
502.3656,50.74669671050612
502.8477,50.43946018812614
503.3298,50.13333475714477
503.812,49.83321274057693
504.2941,49.53532989690522
504.7762,49.23431190861291
505.2583,48.92642942415093
505.7404,48.607361602805035
506.2225,48.27789277763422
506.7047,47.94133747411414
507.1868,47.597137989166974
507.6689,47.24534251240419
508.151,46.889896196190634
508.6331,46.5348433460195
509.1152,46.18558486745067
509.5974,45.847277370489124
510.0795,45.52005914496788
510.5616,45.20234212789536
511.0437,44.89142760004338
511.5258,44.58431750803638
512.0079,44.27913370294112
512.4901,43.9728161149754
512.9722,43.66618612487617
513.4543,43.35957647498213
513.9364,43.04487106450237
514.4185,42.71414947528176
514.9006,42.35723382612022
515.3828,41.96420348855032
515.8649,41.539564536948
516.347,41.092055920547985
516.8291,40.627929767689864
517.3112,40.15483070529661
517.7933,39.67666016616976
518.2755,39.1954265387458
518.7576,38.71584945322585
519.2397,38.24242920382366
519.7218,37.7769307191003
520.2039,37.31981089492642
520.686,36.87223775707821
521.1682,36.43460147613179
521.6503,36.00465189828116
522.1324,35.57963165036716
522.6145,35.156471670679075
523.0966,34.73160822843019
523.5787,34.30407829665865
524.0609,33.874195868433674
524.543,33.43999258910125
525.0251,33.00003981557397
525.5072,32.5556558795111
525.9893,32.10828013693726
526.4714,31.66102593096404
526.9536,31.21721546565062
527.4357,30.775955470289947
527.9178,30.335653936940997
528.3999,29.894733412775615
528.882,29.451383609459285
529.3641,29.0068943299697
529.8463,28.563202449668605
530.3284,28.121563352424232
530.8105,27.683333008608358
531.2926,27.24796798697956
531.7747,26.814197542077284
532.2568,26.3816845802602
532.739,25.949941642753593
533.2211,25.518340448884114
533.7032,25.086531147386417
534.1853,24.653595832657707
534.6674,24.2186257302796
535.1495,23.782037169872588
535.6317,23.344593197374824
536.1138,22.906788266987007
536.5959,22.46928341567026
537.078,22.032443848897536
537.5601,21.59640226184012
538.0422,21.161803893362393
538.5244,20.729271216000722
539.0065,20.29867676096054
539.4886,19.869777761333296
539.9707,19.44233345009753
540.4528,19.016002245047215
540.9349,18.59096783211255
541.4171,18.167600881784338
541.8992,17.745866973400105
542.3813,17.325809690088246
542.8634,16.907682065499873
543.3455,16.49163814003774
543.8276,16.078285641851448
544.3098,15.668286791683435
544.7919,15.261413707894398
545.274,14.85739516311108
545.7561,14.456094093818677
546.2382,14.057307795024327
546.7203,13.661795637999719
547.2025,13.270750345434374
547.6846,12.884548884408565
548.1667,12.503660249066979
548.6488,12.129242080232078
549.1309,11.762235450882025
549.613,11.404036676653572
550.0952,11.056014377490133
550.5773,10.717580970024176
551.0594,10.387579907731144
551.5415,10.065374238818922
552.0236,9.750080157579637
552.5057,9.441156019229387
552.9879,9.138425482753034
553.47,8.840871646600315
553.9521,8.547568176054481
554.4342,8.258914199536653
554.9163,7.975512041794909
555.3984,7.698219863370982
555.8806,7.4280839824308185
556.3627,7.165006361947852
556.8448,6.908675213594857
557.3269,6.659255755355329
557.809,6.416846926238144
558.2911,6.182034896078106
558.7733,5.95572924212193
559.2554,5.7381285396659
559.7375,5.529465261988852
560.2196,5.330750783277343
560.7017,5.142884319384906
561.1838,4.967022810586445
561.666,4.8043066875815885
562.1481,4.6543121352801515
562.6302,4.516130854212583
563.1123,4.389303471964946
563.5944,4.273173040187087
564.0765,4.167260465236607
564.5587,4.071345229946422
565.0408,3.9845799361065493
565.5229,3.9061645775363565
566.005,3.8363299914869335
566.4871,3.775495354140649
566.9692,3.7241805809958994
567.4514,3.6830181726167255
567.9335,3.65194751075397
568.4156,3.6307387418565584
568.8977,3.619379173336504
569.3798,3.6178539268838303
569.8619,3.626329629831689
570.3441,3.6450595413781426
570.8262,3.674284899791993
571.3083,3.7141637880928076
571.7904,3.7648380556987675
572.2725,3.826470507098104
572.7546,3.8987149257066176
573.2368,3.981260747301182
573.7189,4.074268279347367
574.201,4.177703465575664
574.6831,4.29221234390697
575.1652,4.418353973374681
575.6473,4.554928768152086
576.1295,4.7005251862025155
576.6116,4.85347106018772
577.0937,5.012091273775077
577.5758,5.176576405103671
578.0579,5.347603718977919
578.54,5.5258548129862435
579.0222,5.7121634231907095
579.5043,5.906415812910469
579.9864,6.108452260799926
580.4685,6.318102577492332
580.9506,6.535100061218594
581.4327,6.760534324411179
581.9149,6.995722831209732
582.397,7.241126026055383
582.8791,7.497343519223102
583.3612,7.764222803630678
583.8433,8.040756252996273
584.3254,8.327811227183519
584.8076,8.626011177579809
585.2897,8.932878755916706
585.7718,9.245917610773247
586.2539,9.561788556155923
586.736,9.876987205362882
587.2181,10.1927754442447
587.7003,10.511749814899598
588.1824,10.834946553453422
588.6645,11.163916516785445
589.1466,11.49931311413492
589.6287,11.840861985496145
590.1108,12.190461178668752
590.593,12.549787196648134
591.0751,12.917363547381962
591.5572,13.291371266089563
592.0393,13.669137115110452
592.5214,14.047785647542057
593.0035,14.427751926285103
593.4857,14.81010852550633
593.9678,15.195713391575463
594.4499,15.585623454660318
594.932,15.978740492999933
595.4141,16.37350206401312
595.8962,16.76898650731811
596.3784,17.16419680555533
596.8605,17.559393683576946
597.3426,17.95541414166284
597.8247,18.35220155717325
598.3068,18.74981474103463
598.7889,19.148876663707153
599.2711,19.549812017090677
599.7532,19.953531969404334
600.2353,20.360943619208406
600.7174,20.77130620187771
601.1995,21.183422292004884
601.6816,21.596486779012096
602.1638,22.009517491477283
602.6459,22.421871649497827
603.128,22.83319622433856
603.6101,23.242595310844955
604.0922,23.649240794295082
604.5743,24.05317096600711
605.0565,24.45462833618521
605.5386,24.85392484378444
606.0207,25.251492507850532
606.5028,25.647380836493443
606.9849,26.041557357138075
607.467,26.434127186512356
607.9492,26.825216616120546
608.4313,27.21505715769745
608.9134,27.603859601780112
609.3955,27.991931336382475
609.8776,28.379610263480224
610.3597,28.766818694205703
610.8419,29.153417463481293
611.324,29.539513301296626
611.8061,29.92513091470218
612.2882,30.310529461090884
612.7703,30.69624517019269
613.2524,31.082065530575992
613.7346,31.467758478520352
614.2167,31.854261296069236
614.6988,32.24245769117974
615.1809,32.63319350524221
615.663,33.027359587073214
616.1451,33.42408808067458
616.6273,33.821743307921814
617.1094,34.21985590750525
617.5915,34.61776876987216
618.0736,35.01379504065613
618.5557,35.40653592405213
619.0378,35.79402172035768
619.52,36.174255667646534
620.0021,36.54800874835032
620.4842,36.916996973399876
620.9663,37.28176903746826
621.4484,37.64320156364144
621.9305,38.00255316011533
622.4127,38.360592236268715
622.8948,38.71915073546171
623.3769,39.08004444526835
623.859,39.44217240865717
624.3411,39.80364925923029
624.8232,40.16334478902124
625.3054,40.519773558358864
625.7875,40.87203205538536
626.2696,41.2198164730202
626.7517,41.56154321061022
627.2338,41.89577288735766
627.7159,42.22318998197534
628.1981,42.544820596056944
628.6802,42.86197041451283
629.1623,43.17625371532306
629.6444,43.487561555381866
630.1265,43.79538074083694
630.6086,44.100127229783254
631.0908,44.4020596053458
631.5729,44.70174333940758
632.055,45.000202653568884
632.5371,45.29716523333479
633.0192,45.59232675400233
633.5013,45.88722371879266
633.9835,46.183300936082844
634.4656,46.48212539300988
634.9477,46.78528689192552
635.4298,47.09154838890745
635.9119,47.39861949984595
636.394,47.705539572865
636.8762,48.011034724418714
637.3583,48.313217569425525
637.8404,48.61066451448361
638.3225,48.900987202518785
638.8046,49.18183797164943
639.2867,49.4538874908035
639.7689,49.718728013582805
640.251,49.97717318709334
640.7331,50.230407637953284
641.2152,50.47941099814838
641.6973,50.724710985851104
642.1794,50.96777801118024
642.6616,51.21009993601653
643.1437,51.45123104755113
643.6258,51.69017747019906
644.1079,51.92657044196391
644.59,52.15981861887367
645.0721,52.38937559260632
645.5543,52.615079813990825
646.0364,52.83603777469156
646.5185,53.0513871250429
647.0006,53.26206449893969
647.4827,53.46948191492954
647.9648,53.674597060264404
648.447,53.87858547483031
648.9291,54.08224936343542
649.4112,54.28599905878746
649.8933,54.49103485736757
650.3754,54.698427184736296
650.8575,54.90786924769496
651.3397,55.11879542826435
651.8218,55.330368129511605
652.3039,55.54154968993965
652.786,55.75234963402851
653.2681,55.96295511135077
653.7502,56.17318575782132
654.2324,56.382892414172396
654.7145,56.591398470461506
655.1966,56.79777852437601
655.6787,57.001568446177174
656.1608,57.20229787226034
656.6429,57.39920423409787
657.125,57.59170319649229
657.6072,57.77906572598741
658.0892,57.960531377426285
658.5714,58.136458838570604
659.0535,58.30751737821561
659.5356,58.4736358212676
660.0177,58.635199780238594
660.4999,58.79248791492025
660.9819,58.94528111609693
661.4641,59.095982813576676
661.9462,59.246869359527516
662.4283,59.39683061478273
662.9104,59.54533589690669
663.3926,59.68974823087096
663.8746,59.82697734652466
664.3568,59.962171633438665
664.8389,60.10193807748265
665.321,60.249341353135584
665.8031,60.40827909242504
666.2853,60.578440340277325
666.7673,60.755801741633945
667.2495,60.944322019924996
667.7316,61.146869037043075
668.2137,61.35432091907247
668.6958,61.557477042282194
669.178,61.74313131030583
669.66,61.89771740343677
670.1422,62.02612777259934
670.6243,62.138093181069415
671.1064,62.23976431394443
671.5885,62.33894897254057
672.0707,62.43744069055407
672.5527,62.53416506635262
673.0349,62.63293629842616
673.517,62.73724718188763
673.9991,62.84658905420331
674.4812,62.959868714252195
674.9634,63.07541598109097
675.4454,63.190935743468025
675.9276,63.30631715254643
676.4097,63.422151992633644
676.8918,63.53778304688792
677.3739,63.65260171637144
677.8561,63.76678605899606
678.3381,63.88067672938918
678.8203,63.99446260185074
679.3024,64.10844048466527
679.7845,64.22297864246514
680.2666,64.33823611390237
680.7488,64.45460804373619
681.2308,64.57250812138943
681.713,64.69118967269014
682.1951,64.80944736361586
682.6772,64.9268687553892
683.1593,65.04290213834827
683.6415,65.1563870375326
684.1235,65.26645195909505
684.6057,65.37162704765242
685.0878,65.47049591406739
685.5699,65.56389822057108
686.052,65.65330763233901
686.5342,65.73969206149077
687.0162,65.8243137216236
687.4984,65.90791122343656
687.9805,65.99080523566762
688.4626,66.07428925315996
688.9447,66.15954843029725
689.4269,66.24641277783586
689.9089,66.33454226560545
690.3911,66.42320295312764
690.8732,66.51146373940698
691.3553,66.59975510035305
691.8374,66.68871469554624
692.3196,66.77851875949156
692.8016,66.8694088195655
693.2838,66.96081761297573
693.7659,67.05174842831566
694.248,67.14203403563978
694.7301,67.23142958560136
695.2123,67.3189234990991
695.6943,67.40367567476744
696.1765,67.48442449622759
696.6586,67.55993590590742
697.1407,67.63082735012652
697.6228,67.69823787833995
698.105,67.76289548598498
698.587,67.82576179358875
699.0692,67.88734791203751
699.5513,67.947839702648
700.0334,68.00818545328094
700.5155,68.06926115308548
700.9977,68.13096271795675
701.4797,68.19308252385082
701.9619,68.25511549244607
702.444,68.31641277451006
702.9261,68.3773672387965
703.4082,68.43853914399152
703.8904,68.50011047615108
704.3724,68.56231801090668
704.8546,68.62482921964443
705.3367,68.68696751896323
705.8188,68.74872002198813
706.3009,68.81002893858432
706.7831,68.87008903135232
707.2651,68.92818672773568
707.7473,68.98341276301933
708.2294,69.03484442786373
708.7115,69.08298075571668
709.1936,69.12881617766895
709.6758,69.17275217913073
710.1578,69.215350043556
710.64,69.25735694145759
711.1221,69.29928533536304
711.6042,69.34213659918488
712.0863,69.38689970101308
712.5685,69.43319565977494
713.0505,69.4802472744285
713.5327,69.52763857778406
714.0148,69.57478922084636
714.4969,69.62126090617856
714.979,69.66685037274581
715.4612,69.71087570842221
715.9432,69.7526781621087
716.4254,69.79254317465029
716.9075,69.83099464219059
717.3896,69.86840437751833
717.8717,69.9052582381673
718.3539,69.94179456344943
718.8359,69.97808216210419
719.3181,70.01450488617617
719.8002,70.05141678623481
720.2823,70.08869619954783
720.7644,70.12610591419858
721.2466,70.16341944143403
721.7286,70.20034817522067
722.2108,70.23675770862378
722.6929,70.27257759917784
723.175,70.30763907844907
723.6571,70.3417701525896
724.1393,70.37490180798584
724.6213,70.40702259193071
725.1035,70.43803251880915
725.5856,70.46784159965341
726.0677,70.49654115390673
726.5498,70.52422215862123
727.032,70.55094284801486
727.514,70.57679575755628
727.9962,70.60162327953965
728.4783,70.62512153954466
728.9604,70.64732373589923
729.4425,70.66825023125239
729.9247,70.68751051835135
730.4067,70.70477504736408
730.8889,70.71963393189989
731.371,70.73167176593716
731.8531,70.74129761772254
732.3352,70.74922597353545
732.8174,70.75576670553743
733.2994,70.76132408379185
733.7816,70.76650572061344
734.2637,70.77177091172747
734.7458,70.77788987311601
735.2279,70.78561612600477
735.7101,70.79471511342997
736.1921,70.80466234994164
736.6743,70.8151700057538
737.1564,70.82582575384362
737.6385,70.83635231857264
738.1206,70.84663274063877
738.6028,70.85619827950909
739.0848,70.86459387479204
739.567,70.87197011324484
740.0491,70.87861411031912
740.5312,70.88475213425556
741.0133,70.89068253040224
741.4955,70.89647590034701
741.9775,70.90209260416886
742.4597,70.90769280187465
742.9418,70.91341657855772
743.424,70.91918905419134
743.906,70.92489611686503
744.3882,70.9303922858644
744.8702,70.93550270553891
745.3524,70.94017306607434
745.8345,70.94438017740426
746.3167,70.94806053844658
746.7987,70.9511535444078
747.2809,70.95358701608589
747.7629,70.95529845358759
748.2451,70.95621621334419
748.7272,70.95626707446758
749.2094,70.9554653112016
749.6914,70.9538425727242
750.1736,70.95137388861647
750.6556,70.94805660342162
751.1378,70.9438516848009
751.6199,70.93865941514498
752.1021,70.93255761020389
752.5841,70.92563090334586
753.0663,70.9176734604183
753.5483,70.9084884199386
754.0305,70.89789425320444
754.5126,70.88569287181515
754.9948,70.87210616458157
755.4768,70.85753905907092
755.959,70.84209126808348
756.441,70.82590712971823
756.9232,70.80939088103423
757.4053,70.79286483029314
757.8875,70.77682200188931
758.3695,70.76175424466392
758.8517,70.74740693182935
759.3337,70.73329518320902
759.8159,70.71918650513602
760.298,70.70475470996291
760.7802,70.68971164131143
761.2622,70.6739123866925
761.7444,70.65688103668799
762.2264,70.63816498426111
762.7086,70.61796918505709
763.1907,70.59662412000642
763.6729,70.57444837064249
764.1549,70.55185114279193
764.6371,70.5288293216258
765.1191,70.50524205123163
765.6013,70.48127072690635
766.0834,70.45704953635843
766.5656,70.43258430737362
767.0476,70.40796898445862
767.5298,70.38296609340578
768.0118,70.35730059924815
768.494,70.33135535375618
768.9761,70.3055496688911
769.4583,70.28018417765215
769.9403,70.2556026802839
770.4225,70.2314686840607
770.9045,70.20711128131607
771.3867,70.18245096597337
771.8688,70.157347250175
772.351,70.1310550871624
772.833,70.10294583863876
773.3152,70.07217505257209
773.7972,70.03788343389695
774.2794,70.00056450523117
774.7615,69.9611887625511
775.2437,69.92011941317124
775.7257,69.87787305228345
776.2079,69.83520918726228
776.6899,69.79264944071791
777.1721,69.75120948139386
777.6542,69.71188774273206
778.1364,69.67421300773616
778.6184,69.63728885842605
779.1006,69.60060022478422
779.5826,69.56345451864097
780.0648,69.52534683947249
780.5469,69.48603185740404
781.0291,69.44472942266988
781.5111,69.40069679767514
781.9933,69.3541909667957
782.4753,69.30570365016892
782.9575,69.25564664109606
783.4396,69.20456136201508
783.9218,69.15260881116953
784.4038,69.09978015336957
784.886,69.04640708339171
785.368,68.992795770614
785.8502,68.93893478814714
786.3323,68.8847715807889
786.8145,68.8301808189874
787.2965,68.77499044045098
787.7787,68.71927056895223
788.2607,68.66314406773239
788.7429,68.60664195547515
789.225,68.54979753660714
789.7072,68.49258655950706
790.1892,68.43495287170862
790.6714,68.37687397928967
791.1534,68.31832176825655
791.6356,68.25925469874326
792.1177,68.19962984312569
792.5999,68.13939110331097
793.0819,68.0784812563258
793.5641,68.01684973250687
794.0461,67.95444448005551
794.5283,67.89123065327588
795.0104,67.8271731311304
795.4926,67.7622170623257
795.9746,67.69631468473254
796.4568,67.62939959780643
796.9388,67.56141395515067
797.421,67.49236365625521
797.9031,67.42226596385073
798.3853,67.35116346567533
798.8673,67.27910852479908
799.3495,67.20608366194617
799.8315,67.13206669325407
800.3137,67.05704864129385
800.7958,66.98101842523661
801.278,66.90403627736356
801.76,66.8261886310212
802.2422,66.74751527166512
802.7242,66.66806270801528
803.2064,66.58789078239973
803.6885,66.50704102066601
804.1707,66.42559634677379
804.6527,66.34362296539189
805.1349,66.2610881484434
805.6169,66.17793111391939
806.0991,66.09403858068467
806.5812,66.00930026450712
807.0634,65.92366420760996
807.5454,65.83707986549868
808.0276,65.74961537138012
808.5096,65.66127818151624
808.9918,65.57195990170122
809.4739,65.4815730405882
809.9561,65.38962557495917
810.4381,65.2957347105186
810.9203,65.19998188038869
811.4023,65.1023652168682
811.8845,65.00374222432576
812.3666,64.90488299171037
812.8488,64.80508537330697
813.3308,64.70370199607163
813.813,64.59918362351746
814.295,64.49002463485311
814.7772,64.37753937801394
815.2593,64.26342793094464
815.7415,64.14963794303468
816.2235,64.03822638613646
816.7057,63.928472139935145
817.1877,63.81895201147783
817.6699,63.70874457532415
818.152,63.596751851032344
818.6342,63.48306883274569
819.1162,63.36821930016006
819.5984,63.25217528408127
820.0804,63.134949930125295
820.5626,63.01653219290348
821.0447,62.89685487995411
821.5269,62.77595460373481
822.0089,62.65390167582237
822.4911,62.53078161498014
822.9731,62.40665922805396
823.4553,62.281657132554486
823.9374,62.155890629570564
824.4196,62.0292442477735
824.9016,61.90153148314546
825.3838,61.77263185007716
825.8658,61.64239760045642
826.348,61.510705469668665
826.8301,61.377476954920795
827.3123,61.24254906646958
827.7943,61.10576813399434
828.2765,60.96715851533673
828.7585,60.826792428739516
829.2407,60.68472732367897
829.7228,60.5410438808757
830.205,60.3957747891055
830.687,60.24892980385843
831.1692,60.100561097675765
831.6512,59.95072167329728
832.1334,59.799417211991205
832.6155,59.646634219524834
833.0977,59.49238162388246
833.5797,59.33666374450487
834.0619,59.17944588146551
834.5439,59.02069603657128
835.0261,58.860389627600036
835.5082,58.69849018441747
835.9904,58.5350270994222
836.4724,58.370069711679825
836.9546,58.20358086416131
837.4366,58.03552972940302
837.9188,57.86601213900238
838.4009,57.69510132638977
838.8831,57.52292113195011
839.3651,57.349597364598246
839.8473,57.17496916619785
840.3293,56.998793564578264
840.8115,56.82093386012379
841.2936,56.64121794459826
841.7758,56.45951747531387
842.2578,56.27577487066082
842.74,56.08976582151511
843.222,55.90129424895372
843.7042,55.71045031594413
844.1863,55.51735518831204
844.6685,55.322230965830975
845.1505,55.12534341147525
845.6327,54.92661493310337
846.1147,54.725918931510265
846.5969,54.52325013049632
847.079,54.318575303828496
847.5612,54.11208155709646
848.0432,53.904084936203375
848.5254,53.69461053293112
849.0074,53.48369745441424
849.4896,53.27169291419092
849.9717,53.058886743650405
850.4539,52.84567815074959
850.9359,52.63245507912056
851.4181,52.41893091993954
851.9001,52.204603279016546
852.3823,51.989170559520836
852.8644,51.77224797537225
853.3466,51.55349587464411
853.8286,51.332684868576834
854.3108,51.109339299998695
854.7928,50.88299981343813
855.275,50.65368143352125
855.7571,50.42150884132936
856.2393,50.18658344504839
856.7213,49.9490747271751
857.2035,49.70895025594519
857.6855,49.46610998443461
858.1677,49.22063301704794
858.6498,48.972584370092676
859.132,48.721951715914464
859.614,48.468736689575785
860.0962,48.21281546201441
860.5782,47.95409077089412
861.0604,47.692635764455254
861.5425,47.42851886154281
862.0247,47.16203226675556
862.5067,46.89344423384094
862.9889,46.622645180120436
863.4709,46.34955140174504
863.9531,46.07379401328555
864.4352,45.79501909175257
864.9174,45.51367766695062
865.3994,45.23030773407831
865.8816,44.945550483275696
866.3636,44.66006580120609
866.8458,44.373617354134595
867.3279,44.08574435822166
867.8101,43.79611798856872
868.2921,43.50433997720494
868.7743,43.21042225258846
869.2563,42.91451441858029
869.7385,42.61655794311901
870.2206,42.31651386909342
870.7028,42.01432922929059
871.1848,41.70991331051344
871.667,41.40328163570811
872.149,41.09446122352698
872.6312,40.78337789662824
873.1133,40.469962142056346
873.5955,40.15414023464423
874.0775,39.835841765375584
874.5597,39.51512150779701
875.0417,39.19207418321485
875.5239,38.866765822669585
876.006,38.53928027250415
876.4882,38.20967905302423
876.9702,37.87800721765911
877.4524,37.54436147491803
877.9344,37.20883581334278
878.4166,36.87146800940754
878.8987,36.53229358412351
879.3809,36.19132155016186
879.8629,35.84855397934678
880.3451,35.50406931171166
880.8271,35.15795397973024
881.3093,34.81028000042846
881.7914,34.46112153968724
882.2736,34.11048580083438
882.7556,33.7583520883505
883.2378,33.40474089293719
883.7198,33.04966460516027
884.202,32.6931112919431
884.6841,32.33508078681972
885.1663,31.975541021175374
885.6483,31.6144607139925
886.1305,31.251900360709733
886.6125,30.88794196304242
887.0947,30.522653110547907
887.5768,30.15611312806094
888.059,29.788362642102044
888.541,29.41942387688621
889.0232,29.04936334251066
889.5052,28.67824156437092
889.9874,28.306081256789042
890.4695,27.932909304002898
890.9517,27.55871667697701
891.4337,27.183489881193587
891.9159,26.807299375373344
892.3979,26.430223085477923
892.8801,26.052331179258115
893.3622,25.67370152789607
893.8444,25.294328760892185
894.3264,24.91417699920939
894.8086,24.533275668351784
895.2906,24.15164847276245
895.7728,23.7692901029352
896.2549,23.386221301076436
896.7371,23.002414550017498
897.2191,22.617853147237053
897.7013,22.232676008022505
898.1833,21.847058712249048
898.6655,21.461177255875196
899.1476,21.07523260723275
899.6298,20.689337803922715
900.1118,20.303580670808316
900.594,19.918123030966335
901.076,19.533120729040274
901.5582,19.148712788462756
902.0403,18.765063300445718
902.5225,18.38226456941701
903.0045,18.000401412481203
903.4867,17.619704338478034
903.9688,17.240412916942358
904.4509,16.862731574490414
904.933,16.48687063733837
905.4152,16.11289985162658
905.8972,15.740806530743889
906.3794,15.37070230173104
906.8615,15.00268878099068
907.3436,14.636689856187104
907.8257,14.272634016475857
908.3079,13.910464531862953
908.7899,13.550105990102253
909.2721,13.191730740714164
909.7542,12.83564680258433
910.2363,12.481923181906607
910.7184,12.130647397608083
911.2006,11.782219353421045
911.6826,11.43701128894713
912.1647,11.095417909365887
912.6469,10.757860345736756
913.129,10.424220314817683
913.6111,10.094141122347446
914.0932,9.767666114777263
914.5753,9.444789146162636
915.0574,9.125124555075754
915.5396,8.808382117501829
916.0217,8.49411159915302
916.5038,8.181854303639412
916.9859,7.8721027762145965
917.468,7.565692883810165
917.9501,7.263018155653967
918.4323,6.96457874167235
918.9144,6.671092839004889
919.3965,6.383113723671784
919.8786,6.1015221655359
920.3607,5.827191050963665
920.8428,5.559910740353663
921.325,5.29913509185414
