scenario,profit_wan
264,945.6357925836992
265,1620.5296774453898
266,836.8120643044699
267,479.7414528125806
268,936.3905783453204
269,671.7645078565199
270,756.5476206828523
271,1075.4189744943164
272,1265.7851165374789
273,1709.5164661710483
274,663.3021022664603
275,1267.963482889885
276,800.045906716571
277,1027.2568979830583
278,1391.11187697467
279,1281.824769995562
280,1453.208912692671
281,965.7427574888272
282,612.7961349421302
283,1110.979718512803
284,908.1634574024014
285,1380.0553710153506
286,1185.244130177775
287,1547.9198698618309
288,1260.1328309760875
289,601.0842270284709
290,1329.385317963766
291,1045.1494891569005
292,1282.710064901134
293,901.391835635366
294,748.2635195243569
295,1698.6512065877798
296,630.1720288801421
297,1410.2732113115926
298,986.1472830816923
299,497.80732419662644
300,742.3807321936775
301,1311.148972590531
302,905.1924885076787
303,456.1034529033611
304,532.5467040732652
305,1036.182918896135
306,1325.7222416316597
307,1414.849128910526
308,1448.404943926455
309,1141.6776466728336
310,1433.0877036030731
311,499.8696604027545
312,824.475469014518
313,552.4265562027791
314,758.2171384682704
315,705.0066991644954
316,646.2066731664587
317,1028.0199543662268
318,291.19295072859563
319,594.5765271274008
320,980.3080461581266
321,672.3334302087918
322,641.3368768648292
323,380.7525915838813
324,643.6824952830812
325,934.6080824251687
326,587.1743270631752
327,870.5047848718459
328,1065.6760665754828
329,854.9263088782227
330,824.5415076431381
331,966.3143314497497
332,744.129157409692
333,921.6472656630408
334,479.3758164863601
335,670.1849890208963
336,776.5047776044747
337,1531.1193396751587
338,974.8428874900142
339,576.6013258596287
340,1164.0852057607185
341,1305.626082207678
342,829.854781789916
343,797.4309518304024
344,951.9033507168699
345,726.5509685345678
346,997.2890873760263
347,680.4783961435819
348,750.7960179434832
349,511.0547998133661
350,884.8190557728531
351,455.1196777404945
352,921.1526041565422
353,1287.8553503861492
354,710.3375029315388
355,1035.9359709669036
356,1035.1367123974514
357,586.6055464965943
358,1250.0716029578161
359,1145.8938260685381
360,812.3721013790662
361,952.4048706849959
362,1028.4522578727317
363,1229.7799833328104
364,582.4930825605516
365,925.7003328786021
366,726.4146036172403
367,1599.9234806527843
368,912.423790386314
369,1086.8661930345195
370,1051.6059541243187
371,1025.1440715402896
372,653.8670657672645
373,716.4434963470027
374,613.3644883546054
375,1263.9664546595207
376,706.7631558557404
377,410.1119422673281
378,123.31378067313135
379,1072.8345755666714
380,560.6022218079507
381,934.0085451852499
382,1869.8907903454692
383,1468.3505874740467
384,1900.1860426084197
385,1697.9090696152534
386,1208.9902020478582
387,1289.231497876977
388,617.8635696430509
389,1528.873583298102
390,731.5886402883707
391,755.267561232817
392,809.7672267028462
393,835.6153681331488
394,1108.8128254453038
395,835.8497715149842
396,843.6246907449107
397,1258.7575168188816
398,505.7997786554888
399,1076.0607494273952
400,1225.8351579392026
401,1292.8956912153405
402,1548.1609404189178
403,513.8092978070966
404,1155.0799531603423
405,1345.6076390951248
406,744.5446849617731
407,513.9988282291735
408,1218.6545353555673
409,986.5638404944161
410,1135.8044101589633
411,1067.8346276970617
412,624.1771310302704
413,1332.1775110882518
414,1272.9630555460726
415,1047.1710259601916
416,976.4054268827306
417,1381.3112775874843
418,1402.1490174155383
419,858.6983056549458
420,724.3596906812837
421,526.6377686502943
422,549.4216748488171
423,755.9611571703618
424,748.6151154624771
425,924.8346763794783
426,1014.9842661715107
427,940.3890950958239
428,383.48494101949206
429,1181.1949503968626
430,1206.1981792157196
431,820.2156606288376
432,822.5294076535998
433,832.8039729839263
434,1765.193108463686
435,1020.8799350337842
436,1154.6610439908075
437,833.3528385319298
438,1240.9698625765939
439,908.8205752126098
440,934.4328238727305
441,585.9363559675246
442,1055.0449114362775
443,652.3691148854554
444,1059.7663400024355
445,1240.121003816458
446,920.7191787863851
447,1296.7181482871977
448,1191.5901169663741
449,600.0232597037934
450,609.8841625862784
451,880.3184914197553
452,1582.2485542938966
453,1220.4075250255132
454,508.05325550831685
455,726.8538547624644
456,1250.6265421696621
457,1530.2068687540352
458,410.23679301620496
459,1457.9993855398286
460,1198.6975022573292
461,672.8788814998627
462,711.1062039777739
463,784.9757790354937
464,1314.3320939509904
465,1225.999949469113
466,894.3080287876452
467,711.1266324414319
468,962.1827705713064
469,321.1275484391989
470,1613.1278554239043
471,1254.7680410784687
472,1107.7874544024348
473,685.5927768666924
474,1131.3409873661526
475,1519.9747876643598
476,1115.2858897653282
477,892.6195841237426
478,534.6416783214128
479,970.5915335714333
480,169.7534540487997
481,559.1310705599599
482,1357.7386644092112
483,1257.8741244175214
484,1419.2308485929718
485,515.6217423142211
486,587.1721079244236
487,624.5939649423303
488,770.5631255439076
489,1121.5819261897666
490,1701.9603079774358
491,1127.3545922115225
492,598.9274061647749
493,1020.3119951591117
494,1020.6912972410005
495,798.4671974769998
496,1028.3233053435977
497,1130.4629931542638
498,770.6899340808803
499,1027.6997685689264
